"COD_VAR";"LIB_VAR";"COD_MOD";"LIB_MOD"
"GEO";"Géographie";"30016";"Arre"
"GEO";"Géographie";"28062";"Broué"
"GEO";"Géographie";"30017";"Arrigas"
"GEO";"Géographie";"28064";"Bû"
"GEO";"Géographie";"30018";"Aspères"
"GEO";"Géographie";"28065";"Bullainville"
"GEO";"Géographie";"30019";"Aubais"
"GEO";"Géographie";"28067";"Cernay"
"GEO";"Géographie";"28068";"Challet"
"GEO";"Géographie";"30020";"Aubord"
"GEO";"Géographie";"28070";"Champhol"
"GEO";"Géographie";"30021";"Aubussargues"
"GEO";"Géographie";"28071";"Champrond-en-Gâtine"
"GEO";"Géographie";"30022";"Aujac"
"GEO";"Géographie";"28072";"Champrond-en-Perchet"
"GEO";"Géographie";"30023";"Aujargues"
"GEO";"Géographie";"28073";"Champseru"
"GEO";"Géographie";"30024";"Aulas"
"GEO";"Géographie";"28074";"La Chapelle-d'Aunainville"
"GEO";"Géographie";"30025";"Aumessas"
"GEO";"Géographie";"28075";"La Chapelle-du-Noyer"
"GEO";"Géographie";"30026";"Avèze"
"GEO";"Géographie";"28076";"La Chapelle-Forainvilliers"
"GEO";"Géographie";"30027";"Bagard"
"GEO";"Géographie";"28077";"La Chapelle-Fortin"
"GEO";"Géographie";"30028";"Bagnols-sur-Cèze"
"GEO";"Géographie";"28078";"Chapelle-Guillaume"
"GEO";"Géographie";"30029";"Barjac"
"GEO";"Géographie";"28079";"Chapelle-Royale"
"GEO";"Géographie";"30030";"Baron"
"GEO";"Géographie";"28080";"Charbonnières"
"GEO";"Géographie";"30031";"La Bastide-d'Engras"
"GEO";"Géographie";"28081";"Charonville"
"GEO";"Géographie";"28082";"Charpont"
"GEO";"Géographie";"30032";"Beaucaire"
"GEO";"Géographie";"30033";"Beauvoisin"
"GEO";"Géographie";"28084";"Chartainvilliers"
"GEO";"Géographie";"28085";"Chartres"
"GEO";"Géographie";"30034";"Bellegarde"
"GEO";"Géographie";"28086";"Chassant"
"GEO";"Géographie";"30035";"Belvézet"
"GEO";"Géographie";"28087";"Châtaincourt"
"GEO";"Géographie";"30036";"Bernis"
"GEO";"Géographie";"28088";"Châteaudun"
"GEO";"Géographie";"30037";"Bessèges"
"GEO";"Géographie";"31288";"Layrac-sur-Tarn"
"GEO";"Géographie";"28089";"Châteauneuf-en-Thymerais"
"GEO";"Géographie";"30038";"Bez-et-Esparon"
"GEO";"Géographie";"31289";"Lécussan"
"GEO";"Géographie";"28090";"Les Châtelets"
"GEO";"Géographie";"30039";"Bezouce"
"GEO";"Géographie";"31290";"Lège"
"GEO";"Géographie";"28091";"Les Châtelliers-Notre-Dame"
"GEO";"Géographie";"30040";"Blandas"
"GEO";"Géographie";"31291";"Léguevin"
"GEO";"Géographie";"28092";"Châtenay"
"GEO";"Géographie";"30041";"Blauzac"
"GEO";"Géographie";"31292";"Lescuns"
"GEO";"Géographie";"28094";"Chaudon"
"GEO";"Géographie";"30042";"Boisset-et-Gaujac"
"GEO";"Géographie";"31293";"Lespinasse"
"GEO";"Géographie";"28095";"Chauffours"
"GEO";"Géographie";"30043";"Boissières"
"GEO";"Géographie";"31294";"Lespiteau"
"GEO";"Géographie";"28096";"La Chaussée-d'Ivry"
"GEO";"Géographie";"30044";"Bonnevaux"
"GEO";"Géographie";"31295";"Lespugue"
"GEO";"Géographie";"28098";"Cherisy"
"GEO";"Géographie";"30045";"Bordezac"
"GEO";"Géographie";"31296";"Lestelle-de-Saint-Martory"
"GEO";"Géographie";"28099";"Chuisnes"
"GEO";"Géographie";"30046";"Boucoiran-et-Nozières"
"GEO";"Géographie";"31297";"Lévignac"
"GEO";"Géographie";"28100";"Cintray"
"GEO";"Géographie";"30047";"Bouillargues"
"GEO";"Géographie";"31299";"Lherm"
"GEO";"Géographie";"28102";"Clévilliers"
"GEO";"Géographie";"31300";"Lieoux"
"GEO";"Géographie";"28103";"Cloyes-les-Trois-Rivières"
"GEO";"Géographie";"30048";"Bouquet"
"GEO";"Géographie";"31301";"Lilhac"
"GEO";"Géographie";"28104";"Coltainville"
"GEO";"Géographie";"30049";"Bourdic"
"GEO";"Géographie";"31302";"Lodes"
"GEO";"Géographie";"28105";"Combres"
"GEO";"Géographie";"30050";"Bragassargues"
"GEO";"Géographie";"31303";"Longages"
"GEO";"Géographie";"28106";"Conie-Molitard"
"GEO";"Géographie";"30051";"Branoux-les-Taillades"
"GEO";"Géographie";"31304";"Loubens-Lauragais"
"GEO";"Géographie";"30052";"Bréau-Mars"
"GEO";"Géographie";"31305";"Loudet"
"GEO";"Géographie";"28107";"Corancez"
"GEO";"Géographie";"30053";"Brignon"
"GEO";"Géographie";"30055";"Brouzet-lès-Alès"
"GEO";"Géographie";"31306";"Lourde"
"GEO";"Géographie";"28108";"Cormainville"
"GEO";"Géographie";"30054";"Brouzet-lès-Quissac"
"GEO";"Géographie";"31308";"Luscan"
"GEO";"Géographie";"28109";"Les Corvées-les-Yys"
"GEO";"Géographie";"30056";"La Bruguière"
"GEO";"Géographie";"31309";"Lussan-Adeilhac"
"GEO";"Géographie";"28110";"Le Coudray"
"GEO";"Géographie";"30057";"Cabrières"
"GEO";"Géographie";"31310";"Lux"
"GEO";"Géographie";"28111";"Coudray-au-Perche"
"GEO";"Géographie";"31311";"La Magdelaine-sur-Tarn"
"GEO";"Géographie";"30058";"La Cadière-et-Cambo"
"GEO";"Géographie";"28113";"Coulombs"
"GEO";"Géographie";"31312";"Mailholas"
"GEO";"Géographie";"30059";"Le Cailar"
"GEO";"Géographie";"28114";"Courbehaye"
"GEO";"Géographie";"31313";"Malvezie"
"GEO";"Géographie";"30060";"Caissargues"
"GEO";"Géographie";"28116";"Courville-sur-Eure"
"GEO";"Géographie";"31314";"Mancioux"
"GEO";"Géographie";"30061";"La Calmette"
"GEO";"Géographie";"28117";"Crécy-Couvé"
"GEO";"Géographie";"31315";"Mane"
"GEO";"Géographie";"30062";"Calvisson"
"GEO";"Géographie";"30064";"Campestre-et-Luc"
"GEO";"Géographie";"31316";"Marignac"
"GEO";"Géographie";"30065";"Canaules-et-Argentières"
"GEO";"Géographie";"31317";"Marignac-Lasclares"
"GEO";"Géographie";"30066";"Cannes-et-Clairan"
"GEO";"Géographie";"31318";"Marignac-Laspeyres"
"GEO";"Géographie";"30067";"La Capelle-et-Masmolène"
"GEO";"Géographie";"31319";"Marliac"
"GEO";"Géographie";"30068";"Cardet"
"GEO";"Géographie";"31320";"Marquefave"
"GEO";"Géographie";"28118";"Croisilles"
"GEO";"Géographie";"30069";"Carnas"
"GEO";"Géographie";"31321";"Marsoulas"
"GEO";"Géographie";"31322";"Martisserre"
"GEO";"Géographie";"30070";"Carsan"
"GEO";"Géographie";"28119";"La Croix-du-Perche"
"GEO";"Géographie";"31323";"Martres-de-Rivière"
"GEO";"Géographie";"30071";"Cassagnoles"
"GEO";"Géographie";"28120";"Crucey-Villages"
"GEO";"Géographie";"31324";"Martres-Tolosane"
"GEO";"Géographie";"30072";"Castelnau-Valence"
"GEO";"Géographie";"28121";"Dambron"
"GEO";"Géographie";"31325";"Mascarville"
"GEO";"Géographie";"28122";"Dammarie"
"GEO";"Géographie";"30073";"Castillon-du-Gard"
"GEO";"Géographie";"31326";"Massabrac"
"GEO";"Géographie";"30074";"Causse-Bégon"
"GEO";"Géographie";"28123";"Dampierre-sous-Brou"
"GEO";"Géographie";"31327";"Mauran"
"GEO";"Géographie";"30075";"Caveirac"
"GEO";"Géographie";"28124";"Dampierre-sur-Avre"
"GEO";"Géographie";"31328";"Mauremont"
"GEO";"Géographie";"30076";"Cavillargues"
"GEO";"Géographie";"31329";"Maurens"
"GEO";"Géographie";"30077";"Cendras"
"GEO";"Géographie";"28126";"Dancy"
"GEO";"Géographie";"31330";"Mauressac"
"GEO";"Géographie";"30079";"Chambon"
"GEO";"Géographie";"31331";"Maureville"
"GEO";"Géographie";"28127";"Dangeau"
"GEO";"Géographie";"30080";"Chamborigaud"
"GEO";"Géographie";"31332";"Mauvaisin"
"GEO";"Géographie";"28128";"Dangers"
"GEO";"Géographie";"30081";"Chusclan"
"GEO";"Géographie";"31333";"Mauvezin"
"GEO";"Géographie";"28129";"Denonville"
"GEO";"Géographie";"30082";"Clarensac"
"GEO";"Géographie";"31334";"Mauzac"
"GEO";"Géographie";"28130";"Digny"
"GEO";"Géographie";"30083";"Codognan"
"GEO";"Géographie";"31335";"Mayrègne"
"GEO";"Géographie";"28132";"Donnemain-Saint-Mamès"
"GEO";"Géographie";"30084";"Codolet"
"GEO";"Géographie";"31336";"Mazères-sur-Salat"
"GEO";"Géographie";"28134";"Dreux"
"GEO";"Géographie";"30085";"Collias"
"GEO";"Géographie";"31337";"Melles"
"GEO";"Géographie";"28135";"Droue-sur-Drouette"
"GEO";"Géographie";"30086";"Collorgues"
"GEO";"Géographie";"31338";"Menville"
"GEO";"Géographie";"28136";"Écluzelles"
"GEO";"Géographie";"30087";"Colognac"
"GEO";"Géographie";"31339";"Mérenvielle"
"GEO";"Géographie";"28137";"Écrosnes"
"GEO";"Géographie";"30088";"Combas"
"GEO";"Géographie";"31340";"Mervilla"
"GEO";"Géographie";"28406";"Éole-en-Beauce"
"GEO";"Géographie";"30089";"Comps"
"GEO";"Géographie";"31341";"Merville"
"GEO";"Géographie";"28139";"Épeautrolles"
"GEO";"Géographie";"30090";"Concoules"
"GEO";"Géographie";"31342";"Milhas"
"GEO";"Géographie";"28140";"Épernon"
"GEO";"Géographie";"30091";"Congénies"
"GEO";"Géographie";"31343";"Mirambeau"
"GEO";"Géographie";"28141";"Ermenonville-la-Grande"
"GEO";"Géographie";"30092";"Connaux"
"GEO";"Géographie";"31344";"Miramont-de-Comminges"
"GEO";"Géographie";"28142";"Ermenonville-la-Petite"
"GEO";"Géographie";"30093";"Conqueyrac"
"GEO";"Géographie";"31345";"Miremont"
"GEO";"Géographie";"28143";"Escorpain"
"GEO";"Géographie";"30094";"Corbès"
"GEO";"Géographie";"31346";"Mirepoix-sur-Tarn"
"GEO";"Géographie";"28144";"Les Étilleux"
"GEO";"Géographie";"30095";"Corconne"
"GEO";"Géographie";"31347";"Molas"
"GEO";"Géographie";"28146";"Faverolles"
"GEO";"Géographie";"30096";"Cornillon"
"GEO";"Géographie";"31348";"Moncaup"
"GEO";"Géographie";"28147";"Favières"
"GEO";"Géographie";"30097";"Courry"
"GEO";"Géographie";"31349";"Mondavezan"
"GEO";"Géographie";"28148";"Le Favril"
"GEO";"Géographie";"30098";"Crespian"
"GEO";"Géographie";"31350";"Mondilhan"
"GEO";"Géographie";"30099";"Cros"
"GEO";"Géographie";"28149";"La Ferté-Vidame"
"GEO";"Géographie";"31351";"Mondonville"
"GEO";"Géographie";"30100";"Cruviers-Lascours"
"GEO";"Géographie";"28151";"Fessanvilliers-Mattanvilliers"
"GEO";"Géographie";"31352";"Mondouzil"
"GEO";"Géographie";"30101";"Deaux"
"GEO";"Géographie";"28153";"Flacey"
"GEO";"Géographie";"31353";"Monès"
"GEO";"Géographie";"30102";"Dions"
"GEO";"Géographie";"28154";"Fontaine-la-Guyon"
"GEO";"Géographie";"31354";"Monestrol"
"GEO";"Géographie";"30103";"Domazan"
"GEO";"Géographie";"28155";"Fontaine-les-Ribouts"
"GEO";"Géographie";"31355";"Mons"
"GEO";"Géographie";"30104";"Domessargues"
"GEO";"Géographie";"28156";"Fontaine-Simon"
"GEO";"Géographie";"31369";"Mont-de-Galié"
"GEO";"Géographie";"30105";"Dourbies"
"GEO";"Géographie";"28157";"Fontenay-sur-Conie"
"GEO";"Géographie";"31356";"Montaigut-sur-Save"
"GEO";"Géographie";"30106";"Durfort-et-Saint-Martin-de-Sossenac"
"GEO";"Géographie";"28158";"Fontenay-sur-Eure"
"GEO";"Géographie";"31357";"Montastruc-de-Salies"
"GEO";"Géographie";"30107";"Estézargues"
"GEO";"Géographie";"28159";"La Framboisière"
"GEO";"Géographie";"31358";"Montastruc-la-Conseillère"
"GEO";"Géographie";"32379";"Saint-Germier"
"GEO";"Géographie";"28160";"Francourville"
"GEO";"Géographie";"30108";"L'Estréchure"
"GEO";"Géographie";"32380";"Saint-Griède"
"GEO";"Géographie";"31359";"Montastruc-Savès"
"GEO";"Géographie";"28161";"Frazé"
"GEO";"Géographie";"30109";"Euzet"
"GEO";"Géographie";"32381";"Saint-Jean-le-Comtal"
"GEO";"Géographie";"31360";"Montauban-de-Luchon"
"GEO";"Géographie";"28164";"Fresnay-l'Évêque"
"GEO";"Géographie";"30110";"Flaux"
"GEO";"Géographie";"32382";"Saint-Jean-Poutge"
"GEO";"Géographie";"31361";"Montaut"
"GEO";"Géographie";"28162";"Fresnay-le-Comte"
"GEO";"Géographie";"30111";"Foissac"
"GEO";"Géographie";"32383";"Saint-Justin"
"GEO";"Géographie";"31362";"Montberaud"
"GEO";"Géographie";"28163";"Fresnay-le-Gilmert"
"GEO";"Géographie";"30112";"Fons"
"GEO";"Géographie";"31363";"Montbernard"
"GEO";"Géographie";"32384";"Saint-Lary"
"GEO";"Géographie";"28166";"Friaize"
"GEO";"Géographie";"30113";"Fons-sur-Lussan"
"GEO";"Géographie";"31364";"Montberon"
"GEO";"Géographie";"32385";"Saint-Léonard"
"GEO";"Géographie";"28167";"Fruncé"
"GEO";"Géographie";"30114";"Fontanès"
"GEO";"Géographie";"31365";"Montbrun-Bocage"
"GEO";"Géographie";"32386";"Saint-Lizier-du-Planté"
"GEO";"Géographie";"28168";"Gallardon"
"GEO";"Géographie";"30115";"Fontarèches"
"GEO";"Géographie";"31366";"Montbrun-Lauragais"
"GEO";"Géographie";"32387";"Saint-Loube"
"GEO";"Géographie";"30116";"Fournès"
"GEO";"Géographie";"28169";"Garancières-en-Beauce"
"GEO";"Géographie";"31367";"Montclar-de-Comminges"
"GEO";"Géographie";"32389";"Saint-Martin"
"GEO";"Géographie";"28170";"Garancières-en-Drouais"
"GEO";"Géographie";"30117";"Fourques"
"GEO";"Géographie";"31368";"Montclar-Lauragais"
"GEO";"Géographie";"32390";"Saint-Martin-d'Armagnac"
"GEO";"Géographie";"30119";"Fressac"
"GEO";"Géographie";"28171";"Garnay"
"GEO";"Géographie";"31370";"Montégut-Bourjac"
"GEO";"Géographie";"32391";"Saint-Martin-de-Goyne"
"GEO";"Géographie";"28172";"Gas"
"GEO";"Géographie";"30120";"Gagnières"
"GEO";"Géographie";"31371";"Montégut-Lauragais"
"GEO";"Géographie";"32392";"Saint-Martin-Gimois"
"GEO";"Géographie";"28173";"Gasville-Oisème"
"GEO";"Géographie";"30121";"Gailhan"
"GEO";"Géographie";"31372";"Montespan"
"GEO";"Géographie";"28175";"La Gaudaine"
"GEO";"Géographie";"30122";"Gajan"
"GEO";"Géographie";"32393";"Saint-Maur"
"GEO";"Géographie";"31373";"Montesquieu-Guittaut"
"GEO";"Géographie";"28176";"Le Gault-Saint-Denis"
"GEO";"Géographie";"30123";"Gallargues-le-Montueux"
"GEO";"Géographie";"32394";"Saint-Médard"
"GEO";"Géographie";"28177";"Gellainville"
"GEO";"Géographie";"31374";"Montesquieu-Lauragais"
"GEO";"Géographie";"30124";"Le Garn"
"GEO";"Géographie";"32396";"Saint-Mézard"
"GEO";"Géographie";"31375";"Montesquieu-Volvestre"
"GEO";"Géographie";"28178";"Germainville"
"GEO";"Géographie";"30125";"Garons"
"GEO";"Géographie";"32397";"Saint-Michel"
"GEO";"Géographie";"31376";"Montgaillard-de-Salies"
"GEO";"Géographie";"28180";"Gilles"
"GEO";"Géographie";"30126";"Garrigues-Sainte-Eulalie"
"GEO";"Géographie";"32398";"Saint-Mont"
"GEO";"Géographie";"31377";"Montgaillard-Lauragais"
"GEO";"Géographie";"28182";"Gohory"
"GEO";"Géographie";"30127";"Gaujac"
"GEO";"Géographie";"32399";"Saint-Orens"
"GEO";"Géographie";"28183";"Gommerville"
"GEO";"Géographie";"31378";"Montgaillard-sur-Save"
"GEO";"Géographie";"30128";"Générac"
"GEO";"Géographie";"32400";"Saint-Orens-Pouy-Petit"
"GEO";"Géographie";"28184";"Gouillons"
"GEO";"Géographie";"31379";"Montgazin"
"GEO";"Géographie";"32401";"Saint-Ost"
"GEO";"Géographie";"30129";"Générargues"
"GEO";"Géographie";"28185";"Goussainville"
"GEO";"Géographie";"31380";"Montgeard"
"GEO";"Géographie";"30130";"Génolhac"
"GEO";"Géographie";"32402";"Saint-Paul-de-Baïse"
"GEO";"Géographie";"31381";"Montgiscard"
"GEO";"Géographie";"28187";"Guainville"
"GEO";"Géographie";"30131";"Goudargues"
"GEO";"Géographie";"32403";"Saint-Pierre-d'Aubézies"
"GEO";"Géographie";"31382";"Montgras"
"GEO";"Géographie";"28188";"Le Gué-de-Longroi"
"GEO";"Géographie";"30132";"La Grand-Combe"
"GEO";"Géographie";"32404";"Saint-Puy"
"GEO";"Géographie";"28189";"Guilleville"
"GEO";"Géographie";"31383";"Montjoire"
"GEO";"Géographie";"30133";"Le Grau-du-Roi"
"GEO";"Géographie";"32406";"Saint-Sauvy"
"GEO";"Géographie";"28190";"Guillonville"
"GEO";"Géographie";"31384";"Montlaur"
"GEO";"Géographie";"30134";"Issirac"
"GEO";"Géographie";"32407";"Saint-Soulan"
"GEO";"Géographie";"28191";"Hanches"
"GEO";"Géographie";"31385";"Montmaurin"
"GEO";"Géographie";"30135";"Jonquières-Saint-Vincent"
"GEO";"Géographie";"32357";"Sainte-Anne"
"GEO";"Géographie";"31386";"Montoulieu-Saint-Bernard"
"GEO";"Géographie";"28192";"Happonvilliers"
"GEO";"Géographie";"30136";"Junas"
"GEO";"Géographie";"32363";"Sainte-Aurence-Cazaux"
"GEO";"Géographie";"31387";"Montoussin"
"GEO";"Géographie";"28193";"Havelu"
"GEO";"Géographie";"30137";"Lamelouze"
"GEO";"Géographie";"32368";"Sainte-Christie"
"GEO";"Géographie";"28194";"Houville-la-Branche"
"GEO";"Géographie";"31388";"Montpitol"
"GEO";"Géographie";"30138";"Langlade"
"GEO";"Géographie";"32369";"Sainte-Christie-d'Armagnac"
"GEO";"Géographie";"28195";"Houx"
"GEO";"Géographie";"31389";"Montrabé"
"GEO";"Géographie";"30139";"Lanuéjols"
"GEO";"Géographie";"32373";"Sainte-Dode"
"GEO";"Géographie";"28196";"Illiers-Combray"
"GEO";"Géographie";"31390";"Montréjeau"
"GEO";"Géographie";"30140";"Lasalle"
"GEO";"Géographie";"32376";"Sainte-Gemme"
"GEO";"Géographie";"31391";"Montsaunès"
"GEO";"Géographie";"28197";"Intréville"
"GEO";"Géographie";"30141";"Laudun-l'Ardoise"
"GEO";"Géographie";"32388";"Sainte-Marie"
"GEO";"Géographie";"31392";"Mourvilles-Basses"
"GEO";"Géographie";"28198";"Jallans"
"GEO";"Géographie";"30142";"Laval-Pradel"
"GEO";"Géographie";"32395";"Sainte-Mère"
"GEO";"Géographie";"31393";"Mourvilles-Hautes"
"GEO";"Géographie";"28199";"Janville-en-Beauce"
"GEO";"Géographie";"30143";"Laval-Saint-Roman"
"GEO";"Géographie";"32405";"Sainte-Radegonde"
"GEO";"Géographie";"31394";"Moustajon"
"GEO";"Géographie";"28200";"Jaudrais"
"GEO";"Géographie";"30144";"Lecques"
"GEO";"Géographie";"32408";"Salles-d'Armagnac"
"GEO";"Géographie";"31395";"Muret"
"GEO";"Géographie";"28201";"Jouy"
"GEO";"Géographie";"30145";"Lédenon"
"GEO";"Géographie";"32409";"Samaran"
"GEO";"Géographie";"31396";"Nailloux"
"GEO";"Géographie";"28202";"Lamblore"
"GEO";"Géographie";"32410";"Samatan"
"GEO";"Géographie";"30146";"Lédignan"
"GEO";"Géographie";"31397";"Nénigan"
"GEO";"Géographie";"32411";"Sansan"
"GEO";"Géographie";"28203";"Landelles"
"GEO";"Géographie";"30147";"Lézan"
"GEO";"Géographie";"31398";"Nizan-Gesse"
"GEO";"Géographie";"32412";"Saramon"
"GEO";"Géographie";"28206";"Laons"
"GEO";"Géographie";"31399";"Noé"
"GEO";"Géographie";"30148";"Liouc"
"GEO";"Géographie";"32413";"Sarcos"
"GEO";"Géographie";"28207";"Léthuin"
"GEO";"Géographie";"31400";"Nogaret"
"GEO";"Géographie";"30149";"Lirac"
"GEO";"Géographie";"32414";"Sarragachies"
"GEO";"Géographie";"28208";"Levainville"
"GEO";"Géographie";"31401";"Noueilles"
"GEO";"Géographie";"30150";"Logrian-Florian"
"GEO";"Géographie";"32415";"Sarraguzan"
"GEO";"Géographie";"28209";"Lèves"
"GEO";"Géographie";"31402";"Odars"
"GEO";"Géographie";"30151";"Lussan"
"GEO";"Géographie";"28210";"Levesville-la-Chenard"
"GEO";"Géographie";"32416";"Sarrant"
"GEO";"Géographie";"31403";"Ondes"
"GEO";"Géographie";"30152";"Les Mages"
"GEO";"Géographie";"28211";"Logron"
"GEO";"Géographie";"32417";"La Sauvetat"
"GEO";"Géographie";"31404";"Oô"
"GEO";"Géographie";"30153";"Malons-et-Elze"
"GEO";"Géographie";"32418";"Sauveterre"
"GEO";"Géographie";"28212";"Loigny-la-Bataille"
"GEO";"Géographie";"31405";"Ore"
"GEO";"Géographie";"30154";"Mandagout"
"GEO";"Géographie";"32419";"Sauviac"
"GEO";"Géographie";"28213";"Lormaye"
"GEO";"Géographie";"31406";"Palaminy"
"GEO";"Géographie";"30155";"Manduel"
"GEO";"Géographie";"32420";"Sauvimont"
"GEO";"Géographie";"28214";"La Loupe"
"GEO";"Géographie";"31407";"Paulhac"
"GEO";"Géographie";"30156";"Marguerittes"
"GEO";"Géographie";"32421";"Savignac-Mona"
"GEO";"Géographie";"28215";"Louville-la-Chenard"
"GEO";"Géographie";"31408";"Payssous"
"GEO";"Géographie";"30158";"Martignargues"
"GEO";"Géographie";"32422";"Scieurac-et-Flourès"
"GEO";"Géographie";"28216";"Louvilliers-en-Drouais"
"GEO";"Géographie";"31409";"Péchabou"
"GEO";"Géographie";"30159";"Le Martinet"
"GEO";"Géographie";"32423";"Séailles"
"GEO";"Géographie";"31410";"Pechbonnieu"
"GEO";"Géographie";"28217";"Louvilliers-lès-Perche"
"GEO";"Géographie";"32424";"Ségos"
"GEO";"Géographie";"30160";"Maruéjols-lès-Gardon"
"GEO";"Géographie";"31411";"Pechbusque"
"GEO";"Géographie";"28218";"Lucé"
"GEO";"Géographie";"32425";"Ségoufielle"
"GEO";"Géographie";"30161";"Massanes"
"GEO";"Géographie";"31412";"Péguilhan"
"GEO";"Géographie";"28219";"Luigny"
"GEO";"Géographie";"31413";"Pelleport"
"GEO";"Géographie";"32426";"Seissan"
"GEO";"Géographie";"30162";"Massillargues-Attuech"
"GEO";"Géographie";"28220";"Luisant"
"GEO";"Géographie";"28221";"Lumeau"
"GEO";"Géographie";"30163";"Mauressargues"
"GEO";"Géographie";"31414";"Peyrissas"
"GEO";"Géographie";"32427";"Sembouès"
"GEO";"Géographie";"31415";"Peyrouzet"
"GEO";"Géographie";"28222";"Luplanté"
"GEO";"Géographie";"32428";"Sémézies-Cachan"
"GEO";"Géographie";"30164";"Méjannes-le-Clap"
"GEO";"Géographie";"31416";"Peyssies"
"GEO";"Géographie";"32429";"Sempesserre"
"GEO";"Géographie";"28223";"Luray"
"GEO";"Géographie";"30165";"Méjannes-lès-Alès"
"GEO";"Géographie";"32430";"Sère"
"GEO";"Géographie";"28225";"Magny"
"GEO";"Géographie";"31417";"Pibrac"
"GEO";"Géographie";"30166";"Meynes"
"GEO";"Géographie";"32431";"Sérempuy"
"GEO";"Géographie";"31418";"Pin-Balma"
"GEO";"Géographie";"28226";"Maillebois"
"GEO";"Géographie";"30167";"Meyrannes"
"GEO";"Géographie";"32432";"Seysses-Savès"
"GEO";"Géographie";"28227";"Maintenon"
"GEO";"Géographie";"31419";"Le Pin-Murelet"
"GEO";"Géographie";"30168";"Mialet"
"GEO";"Géographie";"32433";"Simorre"
"GEO";"Géographie";"28229";"Mainvilliers"
"GEO";"Géographie";"31421";"Pins-Justaret"
"GEO";"Géographie";"30169";"Milhaud"
"GEO";"Géographie";"32434";"Sion"
"GEO";"Géographie";"28230";"Maisons"
"GEO";"Géographie";"31420";"Pinsaguel"
"GEO";"Géographie";"30170";"Molières-Cavaillac"
"GEO";"Géographie";"32435";"Sirac"
"GEO";"Géographie";"28231";"La Mancelière"
"GEO";"Géographie";"31422";"Plagne"
"GEO";"Géographie";"30171";"Molières-sur-Cèze"
"GEO";"Géographie";"32436";"Solomiac"
"GEO";"Géographie";"28232";"Manou"
"GEO";"Géographie";"31423";"Plagnole"
"GEO";"Géographie";"30172";"Monoblet"
"GEO";"Géographie";"32437";"Sorbets"
"GEO";"Géographie";"28233";"Marboué"
"GEO";"Géographie";"30173";"Mons"
"GEO";"Géographie";"31424";"Plaisance-du-Touch"
"GEO";"Géographie";"32438";"Tachoires"
"GEO";"Géographie";"28234";"Marchéville"
"GEO";"Géographie";"30354";"Montagnac"
"GEO";"Géographie";"31425";"Le Plan"
"GEO";"Géographie";"28235";"Marchezais"
"GEO";"Géographie";"32439";"Tarsac"
"GEO";"Géographie";"31426";"Pointis-de-Rivière"
"GEO";"Géographie";"30174";"Montaren-et-Saint-Médiers"
"GEO";"Géographie";"34039";"Bouzigues"
"GEO";"Géographie";"28237";"Marolles-les-Buis"
"GEO";"Géographie";"32440";"Tasque"
"GEO";"Géographie";"34040";"Brenas"
"GEO";"Géographie";"31427";"Pointis-Inard"
"GEO";"Géographie";"30175";"Montclus"
"GEO";"Géographie";"28239";"Marville-Moutiers-Brûlé"
"GEO";"Géographie";"32441";"Taybosc"
"GEO";"Géographie";"34041";"Brignac"
"GEO";"Géographie";"31428";"Polastron"
"GEO";"Géographie";"30176";"Montdardier"
"GEO";"Géographie";"28240";"Meaucé"
"GEO";"Géographie";"32443";"Termes-d'Armagnac"
"GEO";"Géographie";"30177";"Monteils"
"GEO";"Géographie";"31429";"Pompertuzat"
"GEO";"Géographie";"34042";"Brissac"
"GEO";"Géographie";"28242";"Méréglise"
"GEO";"Géographie";"32442";"Terraube"
"GEO";"Géographie";"30178";"Montfaucon"
"GEO";"Géographie";"31430";"Ponlat-Taillebourg"
"GEO";"Géographie";"34043";"Buzignargues"
"GEO";"Géographie";"28243";"Mérouville"
"GEO";"Géographie";"32444";"Thoux"
"GEO";"Géographie";"31431";"Portet-d'Aspet"
"GEO";"Géographie";"34044";"Cabrerolles"
"GEO";"Géographie";"30179";"Montfrin"
"GEO";"Géographie";"28245";"Meslay-le-Grenet"
"GEO";"Géographie";"32445";"Tieste-Uragnoux"
"GEO";"Géographie";"31432";"Portet-de-Luchon"
"GEO";"Géographie";"34045";"Cabrières"
"GEO";"Géographie";"30180";"Montignargues"
"GEO";"Géographie";"28246";"Meslay-le-Vidame"
"GEO";"Géographie";"32446";"Tillac"
"GEO";"Géographie";"31433";"Portet-sur-Garonne"
"GEO";"Géographie";"34046";"Cambon-et-Salvergues"
"GEO";"Géographie";"30181";"Montmirat"
"GEO";"Géographie";"28247";"Le Mesnil-Simon"
"GEO";"Géographie";"32447";"Tirent-Pontéjac"
"GEO";"Géographie";"31434";"Poubeau"
"GEO";"Géographie";"34047";"Campagnan"
"GEO";"Géographie";"30182";"Montpezat"
"GEO";"Géographie";"28248";"Le Mesnil-Thomas"
"GEO";"Géographie";"32448";"Touget"
"GEO";"Géographie";"31435";"Poucharramet"
"GEO";"Géographie";"30183";"Moulézan"
"GEO";"Géographie";"34048";"Campagne"
"GEO";"Géographie";"28249";"Mévoisins"
"GEO";"Géographie";"32449";"Toujouse"
"GEO";"Géographie";"31436";"Pouy-de-Touges"
"GEO";"Géographie";"30184";"Moussac"
"GEO";"Géographie";"34049";"Camplong"
"GEO";"Géographie";"28251";"Mézières-en-Drouais"
"GEO";"Géographie";"32450";"Tourdun"
"GEO";"Géographie";"31437";"Pouze"
